CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.062595374882221222" 
0, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.084174811840057373" 
0, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.25385063886642456" 
0, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.043499864637851715" 
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.016334589570760727" 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.013971826992928982" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.013996059074997902" 
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.01586558111011982" 
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.018122375011444092" 
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.025038151070475578" 
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.033669926226139069" 
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.0112+(-(4.67873e-06*(log(x+19)*(log(x+18)*(3-(-(123.803*log(x+18)))))))))+0.10154026001691818" 
0, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))" 
0, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))" 
0, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.11030444502830505)" 
0, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.049954310059547424)" 
0, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.050757620483636856)" 
0, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.061920877546072006)" 
0, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.064567960798740387)" 
0, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.089705467224121094)" 
0, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.10138053447008133)" 
0, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.086651064455509186)" 
0, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.23511685431003571)" 
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.044121779501438141)" 
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.01998172327876091)" 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.020303048193454742)" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.024768350645899773)" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.025827184319496155)" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.035882186144590378)" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.040552213788032532)" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.034660425037145615)" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.02813+((2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18))))))-0.094046741724014282)" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.11030444502830505" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.049954310059547424" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.050757620483636856" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.061920877546072006" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.064567960798740387" 
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.089705467224121094" 
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.10138053447008133" 
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.086651064455509186" 
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.23511685431003571" 
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.044121779501438141" 
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.01998172327876091" 
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.020303048193454742" 
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.024768350645899773" 
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.025827184319496155" 
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.035882186144590378" 
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.040552213788032532" 
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.034660425037145615" 
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.02813+(2.62634e-05*(log(x+19)*(log(x+18)*(3-(32.0735*log(x+18)))))))+0.094046741724014282" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x)))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x)))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.16902485489845276" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.050291925668716431" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.04909239336848259" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.048403628170490265" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.056053239852190018" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.068613409996032715" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.11406189203262329" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.11906604468822479" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.33337253332138062" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.056341618299484253" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.016763975843787193" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.01636413112282753" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.016134543344378471" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.018684413284063339" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.022871136665344238" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.038020629435777664" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.039688680320978165" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))-0.11112417280673981" 
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.16902485489845276" 
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.050291925668716431" 
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.04909239336848259" 
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.048403628170490265" 
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.056053239852190018" 
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.068613409996032715" 
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.11406189203262329" 
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.11906604468822479" 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.33337253332138062" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.056341618299484253" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.016763975843787193" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.01636413112282753" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.016134543344378471" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.018684413284063339" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.022871136665344238" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.038020629435777664" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.039688680320978165" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.938711*((1.+(0.000514465*x))/(1.+(0.000893778*x))))+0.11112417280673981" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x)))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x)))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.17310777306556702" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.069832146167755127" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.081152498722076416" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.098197340965270996" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.10055053234100342" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.11912573873996735" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.16004295647144318" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.12329128384590149" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.32868492603302002" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.057702589780092239" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.023277383297681808" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.027050832286477089" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.032732445746660233" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.033516842871904373" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.039708580821752548" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.053347650915384293" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.041097093373537064" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))-0.10956164449453354" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.17310777306556702" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.069832146167755127" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.081152498722076416" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.098197340965270996" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.10055053234100342" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.11912573873996735" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.16004295647144318" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.12329128384590149" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.32868492603302002" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.057702589780092239" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.023277383297681808" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.027050832286477089" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.032732445746660233" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.033516842871904373" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.039708580821752548" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.053347650915384293" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.041097093373537064" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.967336*((1.+(0.00343429*x))/(1.+(0.00469214*x))))+0.10956164449453354" 
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.904719*((1.+(0.000614609*x))/(1.+(0.00108742*x)))" 
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.904719*((1.+(0.000614609*x))/(1.+(0.00108742*x)))" 
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.904719*((1.+(0.000614609*x))/(1.+(0.00108742*x))))-0.2096962034702301" 
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.904719*((1.+(0.000614609*x))/(1.+(0.00108742*x))))-0.067690856754779816" 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.904719*((1.+(0.000614609*x))/(1.+(0.00108742*x))))-0.06893419474363327" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.904719*((1.+(0.000614609*x))/(1.+(0.00108742*x))))-0.066417410969734192" 
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.904719*((1.+(0.000614609*x))/(1.+(0.00108742*x))))-0.080273352563381195" 
