CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.04582+(-(0.00270526*(log(x+19)*(log(x+18)*(3-(0.285088*log(x+18))))))))+0.016324693337082863" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.04582+(-(0.00270526*(log(x+19)*(log(x+18)*(3-(0.285088*log(x+18))))))))+0.013809440657496452" 
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.04582+(-(0.00270526*(log(x+19)*(log(x+18)*(3-(0.285088*log(x+18))))))))+0.015276146121323109" 
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.04582+(-(0.00270526*(log(x+19)*(log(x+18)*(3-(0.285088*log(x+18))))))))+0.015413794666528702" 
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.04582+(-(0.00270526*(log(x+19)*(log(x+18)*(3-(0.285088*log(x+18))))))))+0.024528190493583679" 
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.04582+(-(0.00270526*(log(x+19)*(log(x+18)*(3-(0.285088*log(x+18))))))))+0.034861460328102112" 
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.04582+(-(0.00270526*(log(x+19)*(log(x+18)*(3-(0.285088*log(x+18))))))))+0.074475497007369995" 
0, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))" 
0, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))" 
0, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.10645413398742676)" 
0, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.047429703176021576)" 
0, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.047715343534946442)" 
0, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.045767836272716522)" 
0, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.068724893033504486)" 
0, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.097581937909126282)" 
0, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.17965106666088104)" 
0, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.13239903748035431)" 
0, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.19942858815193176)" 
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.042581655085086823)" 
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.018971880897879601)" 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.019086137413978577)" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.018307134509086609)" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.027489958330988884)" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.039032775908708572)" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.071860425174236298)" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.052959613502025604)" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.20288+((-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18)))))))-0.079771436750888824)" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.10645413398742676" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.047429703176021576" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.047715343534946442" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.045767836272716522" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.068724893033504486" 
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.097581937909126282" 
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.17965106666088104" 
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.13239903748035431" 
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.19942858815193176" 
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.042581655085086823" 
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.018971880897879601" 
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.019086137413978577" 
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.018307134509086609" 
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.027489958330988884" 
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.039032775908708572" 
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.071860425174236298" 
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.052959613502025604" 
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.20288+(-(0.00916602*(log(x+19)*(log(x+18)*(3-(0.357842*log(x+18))))))))+0.079771436750888824" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x)))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x)))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.20956307649612427" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.058917269110679626" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.056465491652488708" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.044583696871995926" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.054520070552825928" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.055134817957878113" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.097006559371948242" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.14240269362926483" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.22002676129341125" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.069854356348514557" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.019639089703559875" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.018821829929947853" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.014861232601106167" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.018173357471823692" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.018378272652626038" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.032335519790649414" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.047467563301324844" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))-0.073342256247997284" 
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.20956307649612427" 
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.058917269110679626" 
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.056465491652488708" 
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.044583696871995926" 
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.054520070552825928" 
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.055134817957878113" 
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.097006559371948242" 
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.14240269362926483" 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.22002676129341125" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.069854356348514557" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.019639089703559875" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.018821829929947853" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.014861232601106167" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.018173357471823692" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.018378272652626038" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.032335519790649414" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.047467563301324844" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.914097*((1.+(0.00551243*x))/(1.+(0.00576608*x))))+0.073342256247997284" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x)))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x)))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.22713853418827057" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.065864510834217072" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.074774056673049927" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.083085738122463226" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.11836670339107513" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.16840909421443939" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.21210724115371704" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.17635393142700195" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.23257440328598022" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.075712844729423523" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.021954836323857307" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.024924686178565025" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.027695246040821075" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.039455566555261612" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.056136365979909897" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.070702411234378815" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.058784641325473785" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))-0.077524803578853607" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.22713853418827057" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.065864510834217072" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.074774056673049927" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.083085738122463226" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.11836670339107513" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.16840909421443939" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.21210724115371704" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.17635393142700195" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.23257440328598022" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.075712844729423523" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.021954836323857307" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.024924686178565025" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.027695246040821075" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.039455566555261612" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.056136365979909897" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.070702411234378815" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.058784641325473785" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.928845*((1.+(0.0235103*x))/(1.+(0.0249428*x))))+0.077524803578853607" 
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x)))" 
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x)))" 
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x))))-0.18819747865200043" 
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x))))-0.073321901261806488" 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x))))-0.083531923592090607" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x))))-0.054356671869754791" 
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x))))-0.06426239013671875" 
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x))))-0.082921572029590607" 
2, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.872414*((1.+(0.0021573*x))/(1.+(0.0023302*x))))-0.11629381030797958" 
